latitude,longitude,CCTV대수
37.5726,127.0816,1
37.5726,127.0816,1
37.5726,127.0816,1
37.5726,127.0816,1
37.5746,127.0825,1
37.5739,127.083,1
37.5739,127.083,1
37.5739,127.083,1
37.5757,127.084,1
37.5757,127.084,1
37.5757,127.084,1
37.5757,127.084,1
37.5758,127.0853,1
37.5758,127.0853,1
37.5747,127.0858,1
37.5747,127.0858,1
37.5757,127.0867,1
37.5758,127.0862,1
37.5758,127.0862,1
37.5759,127.0852,1
37.5759,127.0852,1
37.5763,127.0853,1
37.5763,127.0853,1
37.5763,127.0853,1
37.5768,127.0865,1
37.5768,127.0865,1
37.5768,127.0865,1
37.5768,127.0865,1
37.5757,127.087,1
37.5757,127.087,1
37.5757,127.087,1
37.5757,127.087,1
37.5765,127.0875,1
37.5765,127.0875,1
37.5766,127.0839,1
37.5766,127.0839,1
37.5766,127.0839,1
37.5766,127.0839,1
37.5766,127.0839,1
37.5761,127.0836,1
37.5761,127.0836,1
37.5761,127.0836,1
37.5761,127.0836,1
37.5757,127.0833,1
37.5757,127.0833,1
37.5757,127.0833,1
37.5757,127.0833,1
37.5761,127.0826,1
37.5761,127.0826,1
37.5761,127.0826,1
37.5761,127.0826,1
37.5761,127.0824,1
37.576,127.08,1
37.5734,127.0864,1
37.5734,127.0864,1
37.5734,127.0864,1
37.5738,127.087,1
37.5753,127.0884,1
37.5753,127.0884,1
37.5738,127.087,1
37.5753,127.0884,1
37.5805,127.0889,1
37.5738,127.087,1
37.5743,127.0869,1
37.5743,127.0869,1
37.5743,127.0869,1
37.5743,127.0869,1
37.5745,127.0876,1
37.5745,127.0876,1
37.5709,127.0868,1
37.5709,127.0868,1
37.5709,127.0868,1
37.5709,127.0868,1
37.5718,127.0872,1
37.5718,127.0872,1
37.5718,127.0872,1
37.5718,127.0878,1
37.5718,127.0878,1
37.5718,127.0878,1
37.5717,127.0863,1
37.5717,127.0863,1
37.5828,127.0867,1
37.581,127.0903,1
37.5895,127.0987,1
37.5888,127.0987,1
37.5838,127.0924,1
37.584,127.0901,1
37.5839,127.0905,1
37.5893,127.1012,1
37.5819,127.0944,1
37.5879,127.0987,1
37.5876,127.0989,1
37.589,127.1025,1
37.589,127.1025,1
37.5879,127.0987,1
37.5876,127.0989,1
37.5813,127.0841,1
37.5813,127.0841,1
37.5813,127.0841,1
37.5812,127.0853,1
37.5794,127.0838,1
37.5812,127.0853,1
37.5812,127.0853,1
37.5821,127.0848,1
37.5821,127.0848,1
37.5821,127.0848,1
37.5821,127.0848,1
37.5809,127.0878,1
37.5809,127.0878,1
37.5809,127.0878,1
37.5818,127.0867,1
37.5818,127.0867,1
37.5818,127.0867,1
37.5818,127.0867,1
37.5823,127.0862,1
37.5824,127.0855,1
37.5824,127.0855,1
37.5824,127.0855,1
37.5824,127.0855,1
37.5828,127.0867,1
37.5828,127.0867,1
37.5828,127.0867,1
37.5825,127.0843,1
37.5825,127.0843,1
37.5825,127.0843,1
37.5832,127.0935,1
37.5832,127.0935,1
37.5832,127.0935,1
37.5838,127.0856,1
37.5835,127.0871,1
37.5835,127.0871,1
37.5834,127.0877,1
37.5836,127.0873,1
37.5833,127.0869,1
37.5836,127.0873,1
37.5833,127.0869,1
37.5836,127.0873,1
37.5833,127.0869,1
37.5836,127.0873,1
37.5833,127.0869,1
37.5839,127.0851,1
37.5839,127.0851,1
37.5839,127.0851,1
37.5854,127.0955,1
37.5854,127.0955,1
37.5854,127.0955,1
37.5855,127.0966,1
37.5855,127.0966,1
37.5863,127.0962,1
37.5863,127.0962,1
37.5877,127.0967,1
37.5877,127.0967,1
37.5877,127.0967,1
37.5877,127.0967,1
37.5816,127.0936,1
37.5872,127.0952,1
37.5872,127.0952,1
37.5872,127.0952,1
37.5882,127.0979,1
37.5882,127.0979,1
37.5827,127.088,1
37.5827,127.088,1
37.5827,127.088,1
37.5827,127.088,1
37.5822,127.088,1
37.5822,127.088,1
37.5808,127.0884,1
37.5808,127.0884,1
37.5808,127.0884,1
37.5817,127.0886,1
37.5817,127.0886,1
37.5836,127.0952,1
37.5836,127.0952,1
37.5836,127.0952,1
37.5807,127.089,1
37.581,127.0903,1
37.581,127.0903,1
37.581,127.0903,1
37.5817,127.0915,1
37.5811,127.0926,1
37.5811,127.0926,1
37.5811,127.0926,1
37.582,127.0916,1
37.582,127.0916,1
37.582,127.0916,1
37.582,127.0916,1
37.5818,127.091,1
37.5818,127.091,1
37.5821,127.0905,1
37.5821,127.0905,1
37.5821,127.0905,1
37.5821,127.0905,1
37.5821,127.0907,1
37.5817,127.0904,1
37.5817,127.0904,1
37.5817,127.0904,1
37.5812,127.0898,1
37.5812,127.0898,1
37.5812,127.0898,1
37.5821,127.0899,1
37.5895,127.0987,1
37.5895,127.0987,1
37.5888,127.0987,1
37.5888,127.0987,1
37.5817,127.0892,1
37.5817,127.0892,1
37.5822,127.0892,1
37.5822,127.0892,1
37.5822,127.0892,1
37.5823,127.0887,1
37.5823,127.0887,1
37.5823,127.0887,1
37.5823,127.0887,1
37.5823,127.0887,1
37.5823,127.0887,1
37.5823,127.0887,1
37.5829,127.0894,1
37.5829,127.0894,1
37.5829,127.0894,1
37.5827,127.0894,1
37.5829,127.09,1
37.5829,127.09,1
37.5829,127.09,1
37.5829,127.09,1
37.5834,127.0901,1
37.5834,127.0901,1
37.5834,127.0906,1
37.5834,127.0906,1
37.5834,127.0906,1
37.5824,127.0911,1
37.5824,127.0911,1
37.5824,127.0911,1
37.5833,127.0917,1
37.5832,127.0924,1
37.5832,127.0924,1
37.5832,127.0924,1
37.5832,127.0924,1
37.5838,127.0924,1
37.5838,127.0924,1
37.5838,127.0924,1
37.5834,127.0912,1
37.5834,127.0912,1
37.5834,127.0912,1
37.5834,127.0912,1
37.584,127.0901,1
37.584,127.0901,1
37.584,127.0901,1
37.5839,127.0905,1
37.5839,127.0905,1
37.5839,127.0905,1
37.5836,127.0889,1
37.5836,127.0889,1
37.5836,127.0889,1
37.5882,127.0953,1
37.5882,127.0953,1
37.5888,127.0956,1
37.5888,127.0956,1
37.5888,127.0956,1
37.5892,127.0955,1
37.5892,127.0955,1
37.5892,127.0955,1
37.5892,127.0955,1
37.5874,127.0997,1
37.5874,127.0997,1
37.5877,127.101,1
37.5877,127.101,1
37.5877,127.101,1
37.5877,127.101,1
37.5872,127.1017,1
37.5872,127.1017,1
37.5866,127.1011,1
37.5866,127.1011,1
37.5866,127.1011,1
37.5866,127.1011,1
37.587,127.1003,1
37.587,127.1003,1
37.5871,127.1003,1
37.587,127.1003,1
37.5871,127.1003,1
37.5871,127.1003,1
37.587,127.1003,1
37.588,127.1001,1
37.588,127.1001,1
37.588,127.1001,1
37.588,127.1001,1
37.5891,127.0992,1
37.5891,127.0992,1
37.5897,127.096,1
37.5897,127.096,1
37.5897,127.096,1
37.5897,127.096,1
37.5897,127.096,1
37.5893,127.0946,1
37.5893,127.0946,1
37.5893,127.0946,1
37.5881,127.0955,1
37.5884,127.0998,1
37.5884,127.0998,1
37.5884,127.0998,1
37.5884,127.0998,1
37.5889,127.0998,1
37.5889,127.0998,1
37.5879,127.0962,1
37.5879,127.0962,1
37.5794,127.0838,1
37.5879,127.0962,1
37.5879,127.0962,1
37.5901,127.098,1
37.5822,127.084,1
37.5822,127.0839,1
37.5822,127.0839,1
37.5822,127.0839,1
37.5822,127.084,1
37.5822,127.084,1
37.5897,127.0985,1
37.5897,127.0985,1
37.5897,127.0985,1
37.5897,127.0985,1
37.5877,127.0974,1
37.5877,127.0974,1
37.5877,127.0974,1
37.5877,127.0974,1
37.5891,127.0975,1
37.5891,127.0975,1
37.5887,127.0976,1
37.5887,127.0976,1
37.5889,127.098,1
37.5889,127.098,1
37.5889,127.098,1
37.5889,127.098,1
37.5889,127.1005,1
37.5889,127.1005,1
37.5889,127.1005,1
37.5808,127.095,1
37.5808,127.095,1
37.5815,127.0948,1
37.5815,127.0948,1
37.5818,127.0962,1
37.5819,127.0961,1
37.5818,127.0962,1
37.582,127.0953,1
37.582,127.0953,1
37.582,127.0953,1
37.5819,127.0944,1
37.5819,127.0944,1
37.5819,127.0944,1
37.5884,127.1016,1
37.5884,127.1016,1
37.5895,127.1005,1
37.5893,127.1012,1
37.5893,127.1012,1
37.5893,127.1012,1
37.589,127.1021,1
37.589,127.1021,1
37.589,127.1021,1
37.5822,127.088,1
37.5792,127.0832,1
37.5793,127.0841,1
37.5793,127.0841,1
37.5793,127.0841,1
37.5784,127.085,1
37.5784,127.085,1
37.5784,127.085,1
37.5777,127.0842,1
37.5777,127.0842,1
37.5781,127.0843,1
37.5781,127.0843,1
37.5781,127.0843,1
37.5781,127.0843,1
37.5785,127.0837,1
37.5785,127.0837,1
37.5781,127.0836,1
37.5781,127.0836,1
37.5781,127.0836,1
37.5781,127.0836,1
37.5773,127.0839,1
37.5773,127.0839,1
37.5773,127.0839,1
37.5778,127.0824,1
37.5778,127.0824,1
37.5793,127.0974,1
37.5793,127.0974,1
37.5793,127.0974,1
37.58,127.0951,1
37.58,127.0951,1
37.58,127.0955,1
37.5801,127.0959,1
37.5794,127.097,1
37.58,127.0955,1
37.5794,127.097,1
37.5801,127.0959,1
37.5901,127.0902,1
37.5901,127.0902,1
37.5901,127.0902,1
37.5901,127.0902,1
37.5897,127.0903,1
37.5897,127.0903,1
37.5905,127.0917,1
37.5905,127.0917,1
37.5905,127.0917,1
37.5895,127.0896,1
37.5896,127.0882,1
37.5896,127.0882,1
37.5896,127.0882,1
37.5896,127.0882,1
37.5885,127.0877,1
37.5885,127.0877,1
37.5889,127.0894,1
37.5889,127.0894,1
37.5894,127.0916,1
37.5894,127.0916,1
37.5894,127.0916,1
37.5894,127.0916,1
37.5855,127.0914,1
37.5858,127.0914,1
37.5855,127.0914,1
37.5858,127.0914,1
37.5855,127.0914,1
37.5855,127.0914,1
37.5867,127.0905,1
37.5867,127.0905,1
37.587,127.0904,1
37.5867,127.0905,1
37.585,127.0903,1
37.585,127.0903,1
37.585,127.0903,1
37.5855,127.0901,1
37.5855,127.0901,1
37.5855,127.0901,1
37.5851,127.0898,1
37.5855,127.089,1
37.5866,127.0887,1
37.5866,127.0887,1
37.5866,127.0887,1
37.5853,127.089,1
37.5853,127.089,1
37.5853,127.089,1
37.5853,127.089,1
37.586,127.0884,1
37.586,127.0884,1
37.5877,127.0901,1
37.5877,127.0901,1
37.5877,127.0901,1
37.5877,127.0901,1
37.5875,127.0873,1
37.5875,127.0873,1
37.5875,127.0873,1
37.587,127.0875,1
37.587,127.0875,1
37.587,127.0875,1
37.5871,127.0896,1
37.5871,127.0896,1
37.587,127.0894,1
37.587,127.0894,1
37.587,127.0891,1
37.587,127.0891,1
37.587,127.0891,1
37.5868,127.0883,1
37.5868,127.0883,1
37.5868,127.0883,1
37.5868,127.0883,1
37.5878,127.0853,1
37.5878,127.0853,1
37.5876,127.0905,1
37.5883,127.0895,1
37.5883,127.0895,1
37.5883,127.0895,1
37.5886,127.0872,1
37.5886,127.0872,1
37.5888,127.0871,1
37.5888,127.0871,1
37.5888,127.0869,1
37.5888,127.0869,1
37.5888,127.0868,1
37.5888,127.0868,1
37.5889,127.0873,1
37.5889,127.0873,1
37.5889,127.0873,1
37.5886,127.086,1
37.5886,127.086,1
37.5886,127.086,1
37.5886,127.086,1
37.5887,127.0863,1
37.5877,127.0887,1
37.5877,127.0887,1
37.5891,127.0876,1
37.5891,127.0876,1
37.591,127.0898,1
37.591,127.0898,1
37.591,127.0898,1
37.5917,127.0912,1
37.5917,127.0912,1
37.5917,127.0912,1
37.5917,127.0912,1
37.5917,127.0912,1
37.5889,127.0869,1
37.5889,127.0869,1
37.5897,127.0868,1
37.5897,127.0868,1
37.5897,127.0871,1
37.5897,127.0871,1
37.5919,127.0896,1
37.5919,127.0896,1
37.5919,127.0896,1
37.5919,127.0887,1
37.5919,127.0887,1
37.5919,127.0887,1
37.5894,127.086,1
37.5894,127.086,1
37.5894,127.086,1
37.5894,127.086,1
37.591,127.0887,1
37.591,127.0887,1
37.591,127.0887,1
37.5907,127.0868,1
37.5907,127.0868,1
37.5902,127.0863,1
37.5902,127.0863,1
37.5902,127.0863,1
37.5914,127.0862,1
37.5914,127.0862,1
37.5901,127.0855,1
37.5901,127.0855,1
37.5885,127.0849,1
37.5901,127.0855,1
37.5885,127.0849,1
37.5885,127.0849,1
37.5877,127.084,1
37.5877,127.084,1
37.5877,127.084,1
37.5877,127.084,1
37.5884,127.0902,1
37.5884,127.0902,1
37.5884,127.0902,1
37.5884,127.0902,1
37.5907,127.0871,1
37.5907,127.0871,1
37.5907,127.0871,1
37.5906,127.0877,1
37.5906,127.0877,1
37.5906,127.0877,1
37.5915,127.0891,1
37.5915,127.0891,1
37.5915,127.0891,1
37.5915,127.0891,1
37.5919,127.0901,1
37.5919,127.0901,1
37.5919,127.0901,1
37.5919,127.0901,1
37.5865,127.0902,1
37.5865,127.0902,1
37.5865,127.0902,1
37.5842,127.0931,1
37.5842,127.0931,1
37.5842,127.0931,1
37.5842,127.0931,1
37.5843,127.0912,1
37.5843,127.0912,1
37.5843,127.0912,1
37.5843,127.0912,1
37.5846,127.0893,1
37.5846,127.0893,1
37.5846,127.0889,1
37.5883,127.0869,1
37.5883,127.0869,1
37.5883,127.0869,1
37.5883,127.0869,1
37.5884,127.088,1
37.5884,127.088,1
37.5884,127.088,1
37.5884,127.088,1
37.5848,127.0875,1
37.5848,127.0875,1
37.5848,127.0875,1
37.5843,127.0878,1
37.5843,127.0878,1
37.5843,127.0878,1
37.5847,127.0883,1
37.5847,127.0883,1
37.5847,127.0883,1
37.5847,127.0883,1
37.5847,127.0883,1
37.5861,127.0876,1
37.5861,127.0876,1
37.5861,127.0876,1
37.5861,127.0876,1
37.5873,127.0851,1
37.5873,127.0846,1
37.5873,127.0846,1
37.5873,127.0846,1
37.5864,127.0846,1
37.5864,127.0846,1
37.5864,127.0846,1
37.5867,127.0861,1
37.5867,127.0861,1
37.5867,127.0861,1
37.5867,127.0861,1
37.5859,127.0859,1
37.5859,127.0859,1
37.5859,127.0859,1
37.5859,127.0859,1
37.5863,127.0856,1
37.5863,127.0856,1
37.5863,127.0856,1
37.5859,127.0854,1
37.5859,127.0854,1
37.5859,127.0854,1
37.5861,127.0839,1
37.5861,127.0839,1
37.5856,127.0839,1
37.5856,127.0839,1
37.5856,127.0839,1
37.5855,127.0845,1
37.5855,127.0845,1
37.5791,127.0836,1
37.5855,127.0845,1
37.5855,127.0845,1
37.585,127.0845,1
37.585,127.0845,1
37.5844,127.0869,1
37.5844,127.0869,1
37.5844,127.0869,1
37.5844,127.0869,1
37.5844,127.0861,1
37.5844,127.0861,1
37.5844,127.0861,1
37.5846,127.0857,1
37.5846,127.0857,1
37.5846,127.0857,1
37.5846,127.084,1
37.5846,127.084,1
37.5837,127.0935,1
37.5837,127.0935,1
37.5837,127.0935,1
37.5841,127.0938,1
37.5849,127.0927,1
37.5849,127.0927,1
37.5849,127.0927,1
37.5859,127.0914,1
37.5859,127.0914,1
37.5859,127.0914,1
37.5859,127.0914,1
37.5853,127.0931,1
37.5863,127.0925,1
37.5792,127.0832,1
37.5863,127.0925,1
37.5863,127.0925,1
37.5864,127.0916,1
37.5864,127.0916,1
37.5864,127.0916,1
37.5864,127.0916,1
37.5861,127.094,1
37.5861,127.094,1
37.5861,127.094,1
37.5861,127.094,1
37.5853,127.0938,1
37.5853,127.0938,1
37.5853,127.0938,1
37.5853,127.0938,1
37.5872,127.0937,1
37.5872,127.0937,1
37.5872,127.0937,1
37.587,127.0917,1
37.5869,127.0916,1
37.5869,127.0916,1
37.5887,127.0923,1
37.5879,127.0935,1
37.588,127.0934,1
37.5879,127.0935,1
37.588,127.0934,1
37.588,127.0934,1
37.5877,127.0927,1
37.5877,127.0927,1
37.5877,127.0927,1
37.5873,127.0921,1
37.5873,127.0921,1
37.5873,127.0921,1
37.5873,127.0921,1
37.5886,127.0919,1
37.5886,127.0919,1
37.5886,127.0919,1
37.5886,127.0919,1
37.5889,127.0933,1
37.5889,127.0933,1
37.5889,127.0933,1
37.5889,127.0933,1
37.5882,127.0938,1
37.5882,127.0938,1
37.5882,127.0938,1
37.5898,127.0934,1
37.5898,127.0934,1
37.5898,127.0934,1
37.5898,127.0934,1
37.5919,127.0926,1
37.5919,127.0926,1
37.5919,127.0926,1
37.5915,127.0925,1
37.5915,127.0925,1
37.5915,127.0925,1
37.5907,127.0922,1
37.5908,127.0928,1
37.5908,127.0926,1
37.5917,127.0921,1
37.5917,127.0921,1
37.592,127.0933,1
37.5919,127.0919,1
37.5925,127.0913,1
37.5925,127.0913,1
37.5925,127.0913,1
37.5925,127.0913,1
37.5927,127.0928,1
37.5927,127.0928,1
37.5927,127.0928,1
37.5927,127.0928,1
37.5927,127.0928,1
37.5938,127.0928,1
37.5938,127.0928,1
37.5924,127.0882,1
37.5924,127.0882,1
37.5924,127.0882,1
37.5921,127.0879,1
37.5921,127.0879,1
37.5921,127.0879,1
37.5921,127.0877,1
37.5921,127.0877,1
37.5921,127.0877,1
37.5928,127.0897,1
37.5928,127.0897,1
37.5928,127.0897,1
37.5933,127.0919,1
37.5933,127.0919,1
37.5914,127.0909,1
37.591,127.0911,1
37.591,127.0911,1
37.591,127.0911,1
37.5913,127.091,1
37.5913,127.091,1
37.5914,127.0916,1
37.5914,127.0916,1
37.5914,127.0916,1
37.5914,127.0916,1
37.5903,127.088,1
37.5903,127.088,1
37.5903,127.088,1
37.5903,127.088,1
37.5905,127.0891,1
37.5904,127.0891,1
37.5905,127.0891,1
37.5904,127.0891,1
37.5905,127.0891,1
37.5904,127.0887,1
37.5902,127.089,1
37.5866,127.0916,1
37.5782,127.08,1
37.6183,127.086,1
37.6183,127.086,1
37.6179,127.087,1
37.6154,127.0801,1
37.6154,127.0801,1
37.6182,127.0872,1
37.6182,127.0872,1
37.6182,127.0872,1
37.6149,127.0809,1
37.6149,127.0809,1
37.6149,127.0809,1
37.6149,127.0809,1
37.6182,127.0846,1
37.6182,127.0846,1
37.6182,127.0846,1
